absence possibility,Social drinker,has pet,has child,Social smoker,Pet,ID,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Distance from Residence to Work,Hit target,Disciplinary failure,Education,Child number,BMI
0,0,0,0,0,0,34,7,6,1,118,10,10,37,275312,98,0,1,0,28
0,0,0,0,0,0,18,7,3,1,330,16,4,28,275312,98,0,2,0,25
0,0,0,0,0,0,22,7,5,1,179,26,9,30,275312,98,0,3,0,19
0.7,1,0,1,0,0,14,7,6,1,155,12,14,34,275312,98,0,1,2,25
0,0,0,0,0,0,18,7,2,1,330,16,4,28,275312,98,0,2,0,25
0,0,0,0,0,0,18,7,3,1,330,16,4,28,275312,98,0,2,0,25
0.4,1,0,0,1,0,30,7,2,1,157,27,6,29,275312,98,0,1,0,22
0.9,1,1,1,0,4,10,7,3,1,361,52,3,28,275312,98,0,1,1,27
0.9,1,1,1,0,1,11,7,4,1,289,36,13,33,275312,98,0,1,2,30
0.3,1,0,0,0,0,3,7,5,1,179,51,18,38,275312,98,0,1,0,31
0.9,1,1,1,0,1,11,7,2,1,289,36,13,33,275312,98,0,1,2,30
0.9,1,1,1,0,1,11,7,5,1,289,36,13,33,275312,98,0,1,2,30
0.7,1,0,1,0,0,20,7,5,1,260,50,11,36,275312,98,1,1,4,23
0.9,1,1,1,0,1,11,8,6,1,289,36,13,33,265615,94,0,1,2,30
0.4,1,0,0,1,0,30,8,6,1,157,27,6,29,265615,94,0,1,0,22
0.9,1,1,1,0,1,11,8,2,1,289,36,13,33,265615,94,0,1,2,30
0.6,0,1,1,0,1,9,8,3,1,228,14,16,58,265615,94,0,1,2,22
1,1,1,1,1,1,26,8,5,1,300,26,13,43,265615,94,0,1,2,25
1,1,1,1,1,1,26,8,5,1,300,26,13,43,265615,94,0,1,2,25
0.7,1,0,1,0,0,20,8,6,1,260,50,11,36,265615,94,0,1,4,23
0.9,1,1,1,0,1,11,8,3,1,289,36,13,33,265615,94,0,1,2,30
0.6,0,1,1,0,1,33,8,4,1,248,25,14,47,265615,94,0,1,2,32
0,0,0,0,0,0,21,8,5,1,268,11,8,33,265615,94,0,2,0,25
0,0,0,0,0,0,22,8,5,1,179,26,9,30,265615,94,0,3,0,19
0.7,1,0,1,0,0,36,8,5,1,118,13,18,50,265615,94,0,1,1,31
0.6,0,1,1,0,1,33,8,2,1,248,25,14,47,265615,94,0,1,2,32
0.6,0,1,1,0,1,1,8,3,1,235,11,14,37,265615,94,0,3,1,29
0.7,1,0,1,0,0,36,8,5,1,118,13,18,50,265615,94,0,1,1,31
0.6,0,1,1,0,1,1,8,5,1,235,11,14,37,265615,94,0,3,1,29
0.9,1,1,1,0,4,10,8,3,1,361,52,3,28,265615,94,0,1,1,27
0,0,0,0,0,0,27,8,4,1,184,42,7,27,265615,94,0,1,0,21
0.3,1,0,0,0,0,3,9,2,2,179,51,18,38,294217,81,0,1,0,31
0.3,1,0,0,0,0,3,9,6,2,179,51,18,38,294217,81,0,1,0,31
0.9,1,1,1,0,1,11,9,4,2,289,36,13,33,294217,81,0,1,2,30
0.7,1,0,1,0,0,5,9,5,2,235,20,13,43,294217,81,1,1,1,38
0.3,1,0,0,0,0,24,9,2,2,246,25,16,41,294217,81,0,1,0,23
0.9,1,1,1,0,1,15,9,3,2,291,31,12,40,294217,81,0,1,1,25
0.9,1,1,1,0,2,8,9,3,2,231,35,14,39,294217,81,1,1,2,35
0.3,1,0,0,0,0,19,9,3,2,291,50,12,32,294217,81,1,1,0,23
0.3,1,0,0,0,0,3,9,4,2,179,51,18,38,294217,81,0,1,0,31
0.3,1,0,0,0,0,24,9,4,2,246,25,16,41,294217,81,0,1,0,23
0.3,1,0,0,0,0,3,9,5,2,179,51,18,38,294217,81,0,1,0,31
0.9,1,1,1,0,1,15,9,6,2,291,31,12,40,294217,81,0,1,1,25
0.7,1,0,1,0,0,20,9,6,2,260,50,11,36,294217,81,0,1,4,23
0.7,1,0,1,0,0,5,9,4,2,235,20,13,43,294217,81,0,1,1,38
0.7,1,0,1,0,0,36,9,5,2,118,13,18,50,294217,81,0,1,1,31
0.9,1,1,1,0,1,15,9,2,2,291,31,12,40,294217,81,0,1,1,25
0.3,1,0,0,0,0,3,9,2,2,179,51,18,38,294217,81,0,1,0,31
0.9,1,1,1,0,1,11,10,2,2,289,36,13,33,265017,88,0,1,2,30
0.6,0,1,1,0,1,1,10,2,2,235,11,14,37,265017,88,0,3,1,29
0.9,1,1,1,0,1,11,10,2,2,289,36,13,33,265017,88,0,1,2,30
0.9,1,1,1,0,1,11,10,6,2,289,36,13,33,265017,88,0,1,2,30
0.7,1,0,1,0,0,36,10,6,2,118,13,18,50,265017,88,1,1,1,31
0.6,0,1,1,0,1,33,10,6,2,248,25,14,47,265017,88,1,1,2,32
0,0,0,0,0,0,22,10,2,2,179,26,9,30,265017,88,0,3,0,19
0,0,0,0,0,0,34,10,2,2,118,10,10,37,265017,88,0,1,0,28
0.7,1,0,1,0,0,13,10,2,2,369,17,12,31,265017,88,0,1,3,25
0.3,1,0,0,0,0,3,10,4,2,179,51,18,38,265017,88,0,1,0,31
0,0,0,0,0,0,22,10,4,2,179,26,9,30,265017,88,0,3,0,19
0.7,1,0,1,0,0,5,10,4,2,235,20,13,43,265017,88,1,1,1,38
0.9,1,1,1,0,1,11,10,5,2,289,36,13,33,265017,88,0,1,2,30
0.7,1,0,1,0,0,20,10,6,2,260,50,11,36,265017,88,0,1,4,23
0.7,1,0,1,0,0,5,10,6,2,235,20,13,43,265017,88,1,1,1,38
0.7,1,0,1,0,0,5,10,2,2,235,20,13,43,265017,88,0,1,1,38
0.7,1,0,1,0,0,36,10,3,2,118,13,18,50,265017,88,0,1,1,31
0.9,1,1,1,0,1,15,10,3,2,291,31,12,40,265017,88,0,1,1,25
0,0,0,0,0,0,22,10,5,2,179,26,9,30,265017,88,0,3,0,19
0.7,1,0,1,0,0,36,10,5,2,118,13,18,50,265017,88,0,1,1,31
0.9,1,1,1,0,4,10,10,2,2,361,52,3,28,265017,88,0,1,1,27
0.7,1,0,1,0,0,20,10,3,2,260,50,11,36,265017,88,1,1,4,23
0.9,1,1,1,0,1,15,10,3,2,291,31,12,40,265017,88,1,1,1,25
0.4,1,0,0,1,0,30,10,3,2,157,27,6,29,265017,88,1,1,0,22
0,0,0,0,0,0,22,10,4,2,179,26,9,30,265017,88,0,3,0,19
0.7,1,0,1,0,0,36,10,5,2,118,13,18,50,265017,88,0,1,1,31
0,0,0,0,0,0,34,11,2,2,118,10,10,37,284031,97,0,1,0,28
0.6,0,1,1,0,1,33,11,2,2,248,25,14,47,284031,97,0,1,2,32
0.3,1,0,0,0,0,3,11,3,2,179,51,18,38,284031,97,0,1,0,31
0.7,1,0,1,0,0,20,11,6,2,260,50,11,36,284031,97,0,1,4,23
0.9,1,1,1,0,1,15,11,2,2,291,31,12,40,284031,97,0,1,1,25
0.7,0,1,1,1,4,23,11,2,2,378,49,11,36,284031,97,0,1,2,21
0.7,1,0,1,0,0,14,11,2,2,155,12,14,34,284031,97,0,1,2,25
0.7,1,0,1,0,0,5,11,2,2,235,20,13,43,284031,97,0,1,1,38
0,0,0,0,0,0,18,11,3,2,330,16,4,28,284031,97,1,2,0,25
0.6,0,1,1,0,1,1,11,4,2,235,11,14,37,284031,97,0,3,1,29
0,0,0,0,0,0,34,11,4,2,118,10,10,37,284031,97,0,1,0,28
0.6,0,1,1,0,1,1,11,5,2,235,11,14,37,284031,97,0,3,1,29
0.3,1,0,0,0,0,3,11,5,2,179,51,18,38,284031,97,0,1,0,31
0.3,1,0,0,0,0,24,11,6,2,246,25,16,41,284031,97,0,1,0,23
0.9,1,1,1,0,1,15,11,6,2,291,31,12,40,284031,97,0,1,1,25
0.3,1,0,0,0,0,24,11,2,2,246,25,16,41,284031,97,0,1,0,23
0.3,1,0,0,0,0,3,11,3,2,179,51,18,38,284031,97,0,1,0,31
0.7,1,0,1,0,0,20,11,4,2,260,50,11,36,284031,97,0,1,4,23
0.7,1,0,1,0,0,20,11,6,2,260,50,11,36,284031,97,0,1,4,23
0.7,0,1,1,1,4,23,11,6,2,378,49,11,36,284031,97,1,1,2,21
0.8,1,0,1,1,0,7,11,3,2,279,5,14,39,284031,97,1,1,2,24
0.3,1,0,0,0,0,3,11,5,2,179,51,18,38,284031,97,0,1,0,31
0.6,0,1,1,0,2,28,12,2,3,225,26,9,28,236629,93,0,1,1,24
0.3,1,0,0,0,0,3,12,2,3,179,51,18,38,236629,93,0,1,0,31
0.6,0,1,1,0,1,1,12,2,3,235,11,14,37,236629,93,0,3,1,29
0.7,1,0,1,0,0,36,12,3,3,118,13,18,50,236629,93,0,1,1,31
0.7,1,0,1,0,0,20,12,6,3,260,50,11,36,236629,93,0,1,4,23
0.3,1,0,0,0,0,24,12,5,3,246,25,16,41,236629,93,0,1,0,23
0.3,1,0,0,0,0,3,12,5,3,179,51,18,38,236629,93,0,1,0,31
0.3,1,0,0,0,0,3,12,6,3,179,51,18,38,236629,93,0,1,0,31
0,0,0,0,0,0,22,12,3,3,179,26,9,30,236629,93,0,3,0,19
0,0,0,0,0,0,34,12,3,3,118,10,10,37,236629,93,0,1,0,28
0.6,0,1,1,0,1,1,12,5,3,235,11,14,37,236629,93,0,3,1,29
0.7,1,0,1,0,0,5,12,3,3,235,20,13,43,236629,93,0,1,1,38
0.6,0,1,1,0,1,1,12,3,3,235,11,14,37,236629,93,0,3,1,29
0.7,1,0,1,0,0,20,12,4,3,260,50,11,36,236629,93,0,1,4,23
0.4,1,0,0,1,0,30,12,2,3,157,27,6,29,236629,93,0,1,0,22
0.9,1,1,1,0,1,11,12,2,3,289,36,13,33,236629,93,0,1,2,30
0.6,0,1,1,0,2,28,1,4,3,225,26,9,28,330061,100,0,1,1,24
0,0,0,0,0,0,34,1,2,3,118,10,10,37,330061,100,0,1,0,28
0.7,1,0,1,0,0,14,1,2,3,155,12,14,34,330061,100,0,1,2,25
0.6,0,1,1,0,1,1,1,3,3,235,11,14,37,330061,100,0,3,1,29
0.7,1,0,1,0,0,14,1,3,3,155,12,14,34,330061,100,0,1,2,25
0.9,1,1,1,0,1,11,1,2,3,289,36,13,33,330061,100,0,1,2,30
0.9,1,1,1,0,1,15,1,4,3,291,31,12,40,330061,100,0,1,1,25
0.7,1,0,1,0,0,5,1,2,3,235,20,13,43,330061,100,0,1,1,38
0.7,1,0,1,0,0,36,1,2,3,118,13,18,50,330061,100,0,1,1,31
0.3,1,0,0,0,0,3,1,4,3,179,51,18,38,330061,100,0,1,0,31
0.3,1,0,0,0,0,3,1,6,3,179,51,18,38,330061,100,0,1,0,31
0,0,0,0,0,0,34,2,3,3,118,10,10,37,251818,96,0,1,0,28
0.3,1,0,0,0,0,3,2,4,3,179,51,18,38,251818,96,0,1,0,31
0.6,0,1,1,0,2,28,2,4,3,225,26,9,28,251818,96,0,1,1,24
0.9,1,1,1,0,1,11,2,6,3,289,36,13,33,251818,96,0,1,2,30
0.7,1,0,1,0,0,20,2,6,3,260,50,11,36,251818,96,0,1,4,23
0.3,1,0,0,0,0,3,2,6,3,179,51,18,38,251818,96,0,1,0,31
0.3,1,0,0,0,0,3,2,2,3,179,51,18,38,251818,96,0,1,0,31
0.3,1,0,0,0,0,3,2,5,3,179,51,18,38,251818,96,0,1,0,31
0.3,1,0,0,0,0,24,2,5,3,246,25,16,41,251818,96,0,1,0,23
0.3,1,0,0,0,0,3,2,6,3,179,51,18,38,251818,96,0,1,0,31
0.6,0,1,1,0,2,6,2,2,3,189,29,13,33,251818,96,0,1,2,25
0.3,1,0,0,0,0,24,2,3,3,246,25,16,41,251818,96,0,1,0,23
0.9,1,1,1,0,1,15,2,3,3,291,31,12,40,251818,96,0,1,1,25
0.4,1,0,0,1,0,30,2,4,3,157,27,6,29,251818,96,0,1,0,22
0.3,1,0,0,0,0,24,2,6,3,246,25,16,41,251818,96,0,1,0,23
0,0,0,0,0,0,34,3,3,4,118,10,10,37,244387,98,0,1,0,28
0.3,1,0,0,0,0,24,3,4,4,246,25,16,41,244387,98,0,1,0,23
0.3,1,0,0,0,0,24,3,6,4,246,25,16,41,244387,98,0,1,0,23
0.7,1,0,1,0,0,20,3,6,4,260,50,11,36,244387,98,0,1,4,23
0.3,1,0,0,0,0,3,3,2,4,179,51,18,38,244387,98,0,1,0,31
0.6,0,1,1,0,1,1,3,2,4,235,11,14,37,244387,98,0,3,1,29
0.5,0,0,1,1,0,17,3,3,4,179,22,17,40,244387,98,0,2,2,22
0.7,0,1,1,1,4,23,3,3,4,378,49,11,36,244387,98,0,1,2,21
0.9,1,1,1,0,4,10,3,4,4,361,52,3,28,244387,98,0,1,1,27
0.7,1,0,1,0,0,13,3,4,4,369,17,12,31,244387,98,1,1,3,25
0.6,0,1,1,0,1,1,3,5,4,235,11,14,37,244387,98,0,3,1,29
0.7,1,0,1,0,0,36,3,6,4,118,13,18,50,244387,98,0,1,1,31
0.7,1,0,1,0,0,36,3,3,4,118,13,18,50,244387,98,0,1,1,31
0.7,1,0,1,0,0,36,3,4,4,118,13,18,50,244387,98,0,1,1,31
0.6,0,1,1,0,1,1,3,5,4,235,11,14,37,244387,98,1,3,1,29
0.3,1,0,0,0,0,24,3,5,4,246,25,16,41,244387,98,1,1,0,23
0.7,1,0,1,0,0,36,3,5,4,118,13,18,50,244387,98,1,1,1,31
0.3,1,0,0,0,0,3,3,6,4,179,51,18,38,244387,98,0,1,0,31
0.9,1,1,1,0,1,11,3,6,4,289,36,13,33,244387,98,0,1,2,30
0.7,1,0,1,0,0,20,3,2,4,260,50,11,36,244387,98,0,1,4,23
0.3,1,0,0,0,0,24,3,3,4,246,25,16,41,244387,98,0,1,0,23
0.3,1,0,0,0,0,3,4,4,4,179,51,18,38,239409,98,0,1,0,31
0.7,1,0,1,0,0,20,4,6,4,260,50,11,36,239409,98,0,1,4,23
0,0,0,0,0,0,18,4,6,4,330,16,4,28,239409,98,0,2,0,25
0.7,1,0,1,0,0,13,4,2,4,369,17,12,31,239409,98,0,1,3,25
0.6,0,1,1,0,1,33,4,2,4,248,25,14,47,239409,98,0,1,2,32
0,0,0,0,0,0,18,4,4,4,330,16,4,28,239409,98,0,2,0,25
0.7,1,0,1,0,0,36,4,2,4,118,13,18,50,239409,98,0,1,1,31
0.7,1,0,1,0,0,36,4,4,4,118,13,18,50,239409,98,0,1,1,31
1,1,1,1,1,1,26,4,6,4,300,26,13,43,239409,98,0,1,2,25
0.3,1,0,0,0,0,3,4,2,4,179,51,18,38,239409,98,0,1,0,31
0,0,0,0,0,0,34,4,4,4,118,10,10,37,239409,98,0,1,0,28
0.7,1,0,1,0,0,5,5,2,4,235,20,13,43,246074,99,0,1,1,38
0.6,0,1,1,0,1,33,5,4,4,248,25,14,47,246074,99,0,1,2,32
0.7,1,0,1,0,0,13,5,2,4,369,17,12,31,246074,99,0,1,3,25
0,0,0,0,0,0,22,5,4,4,179,26,9,30,246074,99,0,3,0,19
0.3,1,0,0,0,0,3,5,4,4,179,51,18,38,246074,99,0,1,0,31
0.9,1,1,1,0,4,10,5,5,4,361,52,3,28,246074,99,0,1,1,27
0.7,1,0,1,0,0,20,5,6,4,260,50,11,36,246074,99,0,1,4,23
0.5,0,0,1,1,0,17,5,2,4,179,22,17,40,246074,99,0,2,2,22
0.5,0,0,1,1,0,17,5,2,4,179,22,17,40,246074,99,0,2,2,22
0.6,0,1,1,0,1,9,5,4,4,228,14,16,58,246074,99,0,1,2,22
0.6,0,1,1,0,2,28,5,4,4,225,26,9,28,246074,99,0,1,1,24
0,0,0,0,0,0,18,5,6,4,330,16,4,28,246074,99,0,2,0,25
0,0,0,0,0,0,22,5,2,4,179,26,9,30,246074,99,0,3,0,19
0,0,0,0,0,0,34,5,2,4,118,10,10,37,246074,99,0,1,0,28
0.6,0,1,1,0,1,1,5,2,4,235,11,14,37,246074,99,0,3,1,29
0,0,0,0,0,0,34,6,2,1,118,10,10,37,253957,95,0,1,0,28
0.3,1,0,0,0,0,3,6,2,1,179,51,18,38,253957,95,0,1,0,31
0,0,0,0,0,0,34,6,3,1,118,10,10,37,253957,95,0,1,0,28
0.6,0,1,1,0,2,28,6,5,1,225,26,9,28,253957,95,0,1,1,24
0.7,1,0,1,0,0,20,6,6,1,260,50,11,36,253957,95,0,1,4,23
0.3,1,0,0,0,0,3,6,6,1,179,51,18,38,253957,95,1,1,0,31
0.9,1,1,1,0,1,15,6,2,1,291,31,12,40,253957,95,0,1,1,25
0.3,1,0,0,0,0,24,6,3,1,246,25,16,41,253957,95,0,1,0,23
0.7,1,0,1,0,0,5,6,3,1,235,20,13,43,253957,95,0,1,1,38
0.6,0,1,1,0,2,28,6,4,1,225,26,9,28,253957,95,0,1,1,24
0.7,1,0,1,0,0,36,6,4,1,118,13,18,50,253957,95,0,1,1,31
0.3,1,0,0,0,0,3,6,4,1,179,51,18,38,253957,95,0,1,0,31
0,0,0,0,0,0,22,6,4,1,179,26,9,30,253957,95,0,3,0,19
0.3,1,0,0,0,0,24,6,6,1,246,25,16,41,253957,95,0,1,0,23
0,0,0,0,0,0,18,6,3,1,330,16,4,28,253957,95,0,2,0,25
0.6,0,1,1,0,1,1,6,3,1,235,11,14,37,253957,95,0,3,1,29
0,0,0,0,0,0,22,7,5,1,179,26,9,30,230290,92,0,3,0,19
0.6,0,1,1,0,2,28,7,5,1,225,26,9,28,230290,92,0,1,1,24
0.7,1,0,1,0,0,20,7,6,1,260,50,11,36,230290,92,0,1,4,23
0,0,0,0,0,0,21,7,2,1,268,11,8,33,230290,92,0,2,0,25
0,0,0,0,0,0,18,7,6,1,330,16,4,28,230290,92,0,2,0,25
0,0,0,0,0,0,34,7,6,1,118,10,10,37,230290,92,0,1,0,28
0.7,1,0,1,0,0,20,7,2,1,260,50,11,36,230290,92,0,1,4,23
0,0,0,0,0,0,34,7,3,1,118,10,10,37,230290,92,0,1,0,28
1,1,1,1,1,1,26,7,2,1,300,26,13,43,230290,92,0,1,2,25
0.7,0,1,1,1,5,2,7,2,1,235,29,12,48,230290,92,0,1,1,33
0.3,1,0,0,0,0,24,7,3,1,246,25,16,41,230290,92,0,1,0,23
0.6,0,1,1,0,2,28,7,3,1,225,26,9,28,230290,92,0,1,1,24
0.3,1,0,0,0,0,3,7,3,1,179,51,18,38,230290,92,0,1,0,31
0.7,1,0,1,0,0,36,7,6,1,118,13,18,50,230290,92,0,1,1,31
0.9,1,1,1,0,4,10,7,6,1,361,52,3,28,230290,92,0,1,1,27
0.9,1,1,1,0,1,11,7,2,1,289,36,13,33,230290,92,0,1,2,30
0.7,1,0,1,0,0,5,7,2,1,235,20,13,43,230290,92,0,1,1,38
0.9,1,1,1,0,1,15,7,5,1,291,31,12,40,230290,92,0,1,1,25
0.8,1,0,1,1,0,7,7,5,1,279,5,14,39,230290,92,0,1,2,24
0.3,1,0,0,0,0,3,8,5,1,179,51,18,38,249797,93,0,1,0,31
