absence possibility,Social drinker,has pet,has child,Social smoker,Pet,ID,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Distance from Residence to Work,Hit target,Disciplinary failure,Education,Child number,BMI
0.5,0,0,1,1,0,17,8,2,1,179,22,17,40,249797,93,0,2,2,22
0.3,1,0,0,0,0,24,8,3,1,246,25,16,41,249797,93,0,1,0,23
0,0,0,0,0,0,34,8,3,1,118,10,10,37,249797,93,0,1,0,28
0.9,1,1,1,0,1,11,8,3,1,289,36,13,33,249797,93,0,1,2,30
0.7,1,0,1,0,0,5,8,3,1,235,20,13,43,249797,93,0,1,1,38
0.9,1,1,1,0,1,15,8,5,1,291,31,12,40,249797,93,0,1,1,25
0.3,1,0,0,0,0,3,8,2,1,179,51,18,38,249797,93,0,1,0,31
0.5,0,0,1,1,0,17,8,3,1,179,22,17,40,249797,93,0,2,2,22
0,0,0,0,0,0,18,8,5,1,330,16,4,28,249797,93,0,2,0,25
0.6,0,1,1,0,1,1,8,3,1,235,11,14,37,249797,93,0,3,1,29
0.7,1,0,1,0,0,20,8,2,1,260,50,11,36,249797,93,0,1,4,23
0.3,1,0,0,0,0,24,9,3,2,246,25,16,41,261756,87,0,1,0,23
0,0,0,0,0,0,34,9,3,2,118,10,10,37,261756,87,0,1,0,28
0.7,1,0,1,0,0,14,9,3,2,155,12,14,34,261756,87,0,1,2,25
0.9,1,1,1,0,1,15,9,5,2,291,31,12,40,261756,87,0,1,1,25
0,0,0,0,0,0,22,9,6,2,179,26,9,30,261756,87,0,3,0,19
0.6,0,1,1,0,1,33,9,6,2,248,25,14,47,261756,87,0,1,2,32
0.3,1,0,0,0,0,3,9,2,2,179,51,18,38,261756,87,0,1,0,31
0.6,0,1,1,0,2,28,9,4,2,225,26,9,28,261756,87,0,1,1,24
0,0,0,0,0,0,22,9,2,2,179,26,9,30,261756,87,0,3,0,19
0.7,1,0,1,0,0,13,9,3,2,369,17,12,31,261756,87,0,1,3,25
0.9,1,1,1,0,4,10,9,3,2,361,52,3,28,261756,87,0,1,1,27
0.2,0,1,0,0,2,32,10,5,2,289,48,29,49,284853,91,0,1,0,36
0,0,0,0,0,0,25,10,5,2,235,16,8,32,284853,91,0,3,0,25
0.3,1,0,0,0,0,24,10,6,2,246,25,16,41,284853,91,0,1,0,23
0.2,0,1,0,0,2,32,10,4,2,289,48,29,49,284853,91,0,1,0,36
0.9,1,1,1,0,1,15,10,4,2,291,31,12,40,284853,91,0,1,1,25
0,0,0,0,0,0,34,10,3,2,118,10,10,37,284853,91,0,1,0,28
0.2,0,1,0,0,2,32,10,5,2,289,48,29,49,284853,91,0,1,0,36
0.9,1,1,1,0,1,15,10,6,2,291,31,12,40,284853,91,0,1,1,25
0.6,0,1,1,0,2,28,10,3,2,225,26,9,28,284853,91,0,1,1,24
0.7,1,0,1,0,0,13,10,3,2,369,17,12,31,284853,91,0,1,3,25
0.7,1,0,1,0,0,13,10,3,2,369,17,12,31,284853,91,0,1,3,25
0.3,1,0,0,0,0,3,10,4,2,179,51,18,38,284853,91,0,1,0,31
0.6,0,1,1,0,1,9,10,4,2,228,14,16,58,284853,91,0,1,2,22
0.9,1,1,1,0,1,15,10,4,2,291,31,12,40,284853,91,0,1,1,25
0.7,1,0,1,0,0,13,10,5,2,369,17,12,31,284853,91,0,1,3,25
0.6,0,1,1,0,2,28,10,5,2,225,26,9,28,284853,91,0,1,1,24
0.7,1,0,1,0,0,13,10,6,2,369,17,12,31,284853,91,0,1,3,25
0.6,0,1,1,0,2,28,10,6,2,225,26,9,28,284853,91,0,1,1,24
0.6,0,1,1,0,2,6,10,2,2,189,29,13,33,284853,91,0,1,2,25
0,0,0,0,0,0,25,10,2,2,235,16,8,32,284853,91,0,3,0,25
0.6,0,1,1,0,1,33,10,2,2,248,25,14,47,284853,91,0,1,2,32
0.6,0,1,1,0,2,28,10,2,2,225,26,9,28,284853,91,1,1,1,24
0.6,0,1,1,0,2,28,10,3,2,225,26,9,28,284853,91,0,1,1,24
0.3,1,0,0,0,0,3,11,3,2,179,51,18,38,268519,93,0,1,0,31
0,0,0,0,0,0,34,11,4,2,118,10,10,37,268519,93,0,1,0,28
0,0,0,0,0,0,18,11,4,2,330,16,4,28,268519,93,0,2,0,25
0.3,1,0,0,0,0,3,11,6,2,179,51,18,38,268519,93,0,1,0,31
0,0,0,0,0,0,34,11,3,2,118,10,10,37,268519,93,0,1,0,28
0.9,1,1,1,0,1,11,11,4,2,289,36,13,33,268519,93,0,1,2,30
0,0,0,0,0,0,25,11,6,2,235,16,8,32,268519,93,0,3,0,25
0.6,0,1,1,0,2,28,11,6,2,225,26,9,28,268519,93,0,1,1,24
0.9,1,1,1,0,4,10,11,3,2,361,52,3,28,268519,93,0,1,1,27
0.9,1,1,1,0,1,15,11,4,2,291,31,12,40,268519,93,0,1,1,25
0,0,0,0,0,0,34,11,5,2,118,10,10,37,268519,93,0,1,0,28
0.6,0,1,1,0,2,28,11,5,2,225,26,9,28,268519,93,0,1,1,24
0.3,1,0,0,0,0,3,11,2,2,179,51,18,38,268519,93,0,1,0,31
0,0,0,0,0,0,34,11,2,2,118,10,10,37,268519,93,0,1,0,28
0,0,0,0,0,0,34,11,3,2,118,10,10,37,268519,93,0,1,0,28
0.6,0,1,1,0,2,28,11,3,2,225,26,9,28,268519,93,0,1,1,24
0.9,1,1,1,0,1,15,11,3,2,291,31,12,40,268519,93,1,1,1,25
0.9,1,1,1,0,1,11,11,4,2,289,36,13,33,268519,93,1,1,2,30
0.6,0,1,1,0,1,33,11,5,2,248,25,14,47,268519,93,0,1,2,32
0.7,1,0,1,0,0,5,11,5,2,235,20,13,43,268519,93,1,1,1,38
0.7,1,0,1,0,0,13,11,6,2,369,17,12,31,268519,93,0,1,3,25
0.9,1,1,1,0,4,10,11,2,2,361,52,3,28,268519,93,0,1,1,27
0.3,1,0,0,0,0,3,12,3,3,179,51,18,38,280549,98,0,1,0,31
0.9,1,1,1,0,1,15,12,4,3,291,31,12,40,280549,98,0,1,1,25
0.6,0,1,1,0,2,28,12,4,3,225,26,9,28,280549,98,0,1,1,24
0,0,0,0,0,0,22,12,6,3,179,26,9,30,280549,98,0,3,0,19
0.6,0,1,1,0,2,28,12,6,3,225,26,9,28,280549,98,0,1,1,24
0.9,1,1,1,0,4,10,12,5,3,361,52,3,28,280549,98,0,1,1,27
0.5,0,0,1,1,0,17,12,6,3,179,22,17,40,280549,98,0,2,2,22
0.7,1,0,1,0,0,5,12,6,3,235,20,13,43,280549,98,0,1,1,38
0.9,1,1,1,0,8,12,12,2,3,233,51,1,31,280549,98,0,2,1,21
0,0,0,0,0,0,22,12,3,3,179,26,9,30,280549,98,0,3,0,19
0.6,0,1,1,0,2,28,12,3,3,225,26,9,28,280549,98,0,1,1,24
0.6,0,1,1,0,2,28,12,5,3,225,26,9,28,280549,98,0,1,1,24
0.6,0,1,1,0,2,28,12,2,3,225,26,9,28,280549,98,0,1,1,24
0.7,1,0,1,0,0,14,12,3,3,155,12,14,34,280549,98,0,1,2,25
0,0,0,0,0,0,22,1,2,3,179,26,9,30,313532,96,0,3,0,19
0,0,0,0,0,0,22,1,5,3,179,26,9,30,313532,96,0,3,0,19
0.5,0,0,1,1,0,17,1,5,3,179,22,17,40,313532,96,0,2,2,22
0.5,0,0,1,1,0,17,1,6,3,179,22,17,40,313532,96,0,2,2,22
0,0,0,0,0,0,22,1,2,3,179,26,9,30,313532,96,0,3,0,19
0.5,0,0,1,1,0,17,1,4,3,179,22,17,40,313532,96,0,2,2,22
0.2,0,1,0,0,2,32,1,5,3,289,48,29,49,313532,96,0,1,0,36
0.5,0,0,1,1,0,17,1,6,3,179,22,17,40,313532,96,0,2,2,22
0,0,0,0,0,0,22,1,2,3,179,26,9,30,313532,96,0,3,0,19
0.7,1,0,1,0,0,14,1,3,3,155,12,14,34,313532,96,0,1,2,25
0,0,0,0,0,0,22,1,4,3,179,26,9,30,313532,96,0,3,0,19
0.3,1,0,0,0,0,3,1,4,3,179,51,18,38,313532,96,0,1,0,31
0.9,1,1,1,0,1,11,1,4,3,289,36,13,33,313532,96,0,1,2,30
0.3,1,0,0,0,0,3,1,5,3,179,51,18,38,313532,96,0,1,0,31
0.3,1,0,0,0,0,3,1,6,3,179,51,18,38,313532,96,0,1,0,31
0.3,1,0,0,0,0,3,2,3,3,179,51,18,38,264249,97,0,1,0,31
0.6,0,1,1,0,2,28,2,3,3,225,26,9,28,264249,97,0,1,1,24
0.6,0,1,1,0,1,33,2,4,3,248,25,14,47,264249,97,0,1,2,32
0.3,1,0,0,0,0,3,2,4,3,179,51,18,38,264249,97,0,1,0,31
0.6,0,1,1,0,2,28,2,5,3,225,26,9,28,264249,97,0,1,1,24
0.3,1,0,0,0,0,3,2,5,3,179,51,18,38,264249,97,0,1,0,31
0,0,0,0,0,0,22,2,5,3,179,26,9,30,264249,97,0,3,0,19
0.9,1,1,1,0,2,29,2,6,3,225,15,15,41,264249,97,0,4,2,28
0.3,1,0,0,0,0,3,2,6,3,179,51,18,38,264249,97,0,1,0,31
0.9,1,1,1,0,8,12,2,2,3,233,51,1,31,264249,97,0,2,1,21
0.3,1,0,0,0,0,3,2,2,3,179,51,18,38,264249,97,0,1,0,31
0.6,0,1,1,0,2,28,2,3,3,225,26,9,28,264249,97,0,1,1,24
0.6,0,1,1,0,2,28,2,5,3,225,26,9,28,264249,97,0,1,1,24
0,0,0,0,0,0,22,2,5,3,179,26,9,30,264249,97,0,3,0,19
0.5,0,0,1,1,0,17,2,6,3,179,22,17,40,264249,97,0,2,2,22
0.9,1,1,1,0,8,12,2,4,3,233,51,1,31,264249,97,0,2,1,21
0,0,0,0,0,0,22,2,4,3,179,26,9,30,264249,97,0,3,0,19
0.3,1,0,0,0,0,3,2,5,3,179,51,18,38,264249,97,0,1,0,31
0.7,1,0,1,0,0,14,2,2,3,155,12,14,34,264249,97,0,1,2,25
0,0,0,0,0,0,25,2,2,3,235,16,8,32,264249,97,0,3,0,25
0.6,0,1,1,0,2,28,2,2,3,225,26,9,28,264249,97,0,1,1,24
0.3,1,0,0,0,0,3,2,3,3,179,51,18,38,264249,97,0,1,0,31
0.6,0,1,1,0,1,33,2,3,3,248,25,14,47,264249,97,0,1,2,32
0.6,0,1,1,0,2,28,2,3,3,225,26,9,28,264249,97,0,1,1,24
0,0,0,0,0,0,25,2,6,3,235,16,8,32,264249,97,0,3,0,25
0.3,1,0,0,0,0,3,3,2,4,179,51,18,38,222196,99,0,1,0,31
0.6,0,1,1,0,1,33,3,2,4,248,25,14,47,222196,99,0,1,2,32
0.6,0,1,1,0,1,9,3,3,4,228,14,16,58,222196,99,0,1,2,22
0.6,0,1,1,0,1,33,3,3,4,248,25,14,47,222196,99,0,1,2,32
0.6,0,1,1,0,1,9,3,3,4,228,14,16,58,222196,99,0,1,2,22
0.3,1,0,0,0,0,3,3,4,4,179,51,18,38,222196,99,0,1,0,31
0.6,0,1,1,0,2,28,3,5,4,225,26,9,28,222196,99,0,1,1,24
0.3,1,0,0,0,0,3,3,5,4,179,51,18,38,222196,99,0,1,0,31
0.6,0,1,1,0,2,28,3,5,4,225,26,9,28,222196,99,0,1,1,24
0,0,0,0,0,0,22,3,6,4,179,26,9,30,222196,99,0,3,0,19
0,0,0,0,0,0,25,3,2,4,235,16,8,32,222196,99,0,3,0,25
0.9,1,1,1,0,4,10,3,2,4,361,52,3,28,222196,99,0,1,1,27
0.3,1,0,0,0,0,3,3,3,4,179,51,18,38,222196,99,0,1,0,31
0.3,1,0,0,0,0,3,3,2,4,179,51,18,38,222196,99,0,1,0,31
0.6,0,1,1,0,1,33,3,2,4,248,25,14,47,222196,99,0,1,2,32
0.6,0,1,1,0,2,28,3,2,4,225,26,9,28,222196,99,0,1,1,24
0.3,1,0,0,0,0,3,3,3,4,179,51,18,38,222196,99,0,1,0,31
0.9,1,1,1,0,1,11,3,4,4,289,36,13,33,222196,99,0,1,2,30
0.6,0,1,1,0,1,9,3,4,4,228,14,16,58,222196,99,0,1,2,22
0.6,0,1,1,0,1,33,3,5,4,248,25,14,47,222196,99,0,1,2,32
0,0,0,0,0,0,22,3,6,4,179,26,9,30,222196,99,0,3,0,19
0.3,1,0,0,0,0,3,3,6,4,179,51,18,38,222196,99,0,1,0,31
0.8,1,0,1,1,0,16,3,4,4,118,15,24,46,222196,99,0,1,2,25
0.7,1,0,1,0,0,14,3,4,4,155,12,14,34,222196,99,0,1,2,25
0,0,0,0,0,0,22,3,2,4,179,26,9,30,222196,99,0,3,0,19
0.9,1,1,1,0,1,11,3,2,4,289,36,13,33,222196,99,0,1,2,30
0.7,1,0,1,0,0,13,3,4,4,369,17,12,31,222196,99,0,1,3,25
0.6,0,1,1,0,2,28,4,2,4,225,26,9,28,246288,91,0,1,1,24
0,0,0,0,0,0,34,4,2,4,118,10,10,37,246288,91,0,1,0,28
0.9,1,1,1,0,4,10,4,3,4,361,52,3,28,246288,91,0,1,1,27
0.6,0,1,1,0,1,33,4,4,4,248,25,14,47,246288,91,0,1,2,32
0.6,0,1,1,0,2,6,4,5,4,189,29,13,33,246288,91,0,1,2,25
0,0,0,0,0,0,22,4,6,4,179,26,9,30,246288,91,0,3,0,19
0.7,1,0,1,0,0,13,4,2,4,369,17,12,31,246288,91,0,1,3,25
0.5,0,0,1,1,0,17,4,3,4,179,22,17,40,246288,91,0,2,2,22
0.7,1,0,1,0,0,36,4,3,4,118,13,18,50,246288,91,0,1,1,31
0.9,1,1,1,0,4,10,4,3,4,361,52,3,28,246288,91,0,1,1,27
0,0,0,0,0,0,34,4,4,4,118,10,10,37,246288,91,0,1,0,28
0.6,0,1,1,0,1,1,4,6,4,235,11,14,37,246288,91,0,3,1,29
0.6,0,1,1,0,2,28,4,2,4,225,26,9,28,246288,91,0,1,1,24
0,0,0,0,0,0,25,4,3,4,235,16,8,32,246288,91,0,3,0,25
0.7,1,0,1,0,0,14,4,3,4,155,12,14,34,246288,91,0,1,2,25
0.6,0,1,1,0,2,28,4,5,4,225,26,9,28,246288,91,0,1,1,24
0.7,1,0,1,0,0,36,4,5,4,118,13,18,50,246288,91,0,1,1,31
0.6,0,1,1,0,1,1,5,2,4,235,11,14,37,237656,99,0,3,1,29
0.9,1,1,1,0,2,29,5,4,4,225,15,15,41,237656,99,0,4,2,28
0,0,0,0,0,0,25,5,4,4,235,16,8,32,237656,99,0,3,0,25
0,0,0,0,0,0,34,5,4,4,118,10,10,37,237656,99,0,1,0,28
0.7,1,0,1,0,0,5,5,4,4,235,20,13,43,237656,99,0,1,1,38
0,0,0,0,0,0,22,5,5,4,179,26,9,30,237656,99,0,3,0,19
0.9,1,1,1,0,1,15,5,5,4,291,31,12,40,237656,99,0,1,1,25
0.9,1,1,1,0,2,29,5,5,4,225,15,15,41,237656,99,0,4,2,28
1,1,1,1,1,1,26,5,6,4,300,26,13,43,237656,99,0,1,2,25
0.9,1,1,1,0,2,29,5,6,4,225,15,15,41,237656,99,0,4,2,28
0,0,0,0,0,0,22,5,6,4,179,26,9,30,237656,99,0,3,0,19
0.7,1,0,1,0,0,36,5,2,4,118,13,18,50,237656,99,0,1,1,31
0.7,1,0,1,0,0,36,5,3,4,118,13,18,50,237656,99,0,1,1,31
0,0,0,0,0,0,34,5,3,4,118,10,10,37,237656,99,0,1,0,28
0.7,1,0,1,0,0,36,5,3,4,118,13,18,50,237656,99,1,1,1,31
0,0,0,0,0,0,22,5,4,4,179,26,9,30,237656,99,0,3,0,19
0.7,0,1,1,1,4,23,5,4,4,378,49,11,36,237656,99,1,1,2,21
0.5,0,0,1,1,0,17,5,6,4,179,22,17,40,237656,99,0,2,2,22
0.7,1,0,1,0,0,14,5,2,4,155,12,14,34,237656,99,0,1,2,25
0,0,0,0,0,0,25,5,2,4,235,16,8,32,237656,99,0,3,0,25
0.9,1,1,1,0,1,15,5,4,4,291,31,12,40,237656,99,0,1,1,25
0.5,0,0,1,1,0,17,5,4,4,179,22,17,40,237656,99,0,2,2,22
0.6,0,1,1,0,2,28,5,4,4,225,26,9,28,237656,99,0,1,1,24
0,0,0,0,0,0,18,5,5,4,330,16,4,28,237656,99,0,2,0,25
0,0,0,0,0,0,25,5,5,4,235,16,8,32,237656,99,0,3,0,25
0.9,1,1,1,0,4,10,5,2,4,361,52,3,28,237656,99,0,1,1,27
0.7,1,0,1,0,0,14,5,4,4,155,12,14,34,237656,99,0,1,2,25
0.5,0,0,1,1,0,17,5,6,4,179,22,17,40,237656,99,0,2,2,22
0.7,1,0,1,0,0,14,5,6,4,155,12,14,34,237656,99,0,1,2,25
0.6,0,1,1,0,2,28,5,2,4,225,26,9,28,237656,99,0,1,1,24
0.8,1,0,1,1,0,16,6,4,1,118,15,24,46,275089,96,0,1,2,25
0,0,0,0,0,0,22,6,4,1,179,26,9,30,275089,96,0,3,0,19
0,0,0,0,0,0,34,6,6,1,118,10,10,37,275089,96,0,1,0,28
0,0,0,0,0,0,34,6,4,1,118,10,10,37,275089,96,0,1,0,28
0.7,0,1,1,1,4,23,6,5,1,378,49,11,36,275089,96,0,1,2,21
0.7,1,0,1,0,0,36,6,5,1,118,13,18,50,275089,96,0,1,1,31
0.9,1,1,1,0,8,12,6,6,1,233,51,1,31,275089,96,0,2,1,21
0,0,0,0,0,0,22,6,6,1,179,26,9,30,275089,96,0,3,0,19
0.7,0,1,1,1,5,2,6,2,1,235,29,12,48,275089,96,1,1,1,33
0,0,0,0,0,0,21,6,2,1,268,11,8,33,275089,96,1,2,0,25
0,0,0,0,0,0,22,6,5,1,179,26,9,30,275089,96,0,3,0,19
0.9,1,1,1,0,1,15,6,5,1,291,31,12,40,275089,96,0,1,1,25
0,0,0,0,0,0,22,6,2,1,179,26,9,30,275089,96,0,3,0,19
0,0,0,0,0,0,34,6,2,1,118,10,10,37,275089,96,0,1,0,28
0.9,1,1,1,0,8,12,6,5,1,233,51,1,31,275089,96,0,2,1,21
0,0,0,0,0,0,34,6,6,1,118,10,10,37,275089,96,0,1,0,28
0.9,1,1,1,0,8,12,6,4,1,233,51,1,31,275089,96,0,2,1,21
0.7,1,0,1,0,0,5,7,4,1,235,20,13,43,264604,93,0,1,1,38
0.9,1,1,1,0,8,12,7,6,1,233,51,1,31,264604,93,0,2,1,21
0.6,0,1,1,0,1,9,7,2,1,228,14,16,58,264604,93,0,1,2,22
0,0,0,0,0,0,34,7,2,1,118,10,10,37,264604,93,0,1,0,28
0.6,0,1,1,0,1,9,7,3,1,228,14,16,58,264604,93,0,1,2,22
0.6,0,1,1,0,2,6,7,3,1,189,29,13,33,264604,93,0,1,2,25
0,0,0,0,0,0,34,7,4,1,118,10,10,37,264604,93,0,1,0,28
0.9,1,1,1,0,4,10,7,4,1,361,52,3,28,264604,93,0,1,1,27
0.6,0,1,1,0,2,28,7,4,1,225,26,9,28,264604,93,0,1,1,24
0.7,1,0,1,0,0,13,7,2,1,369,17,12,31,264604,93,0,1,3,25
0.9,1,1,1,0,1,11,7,3,1,289,36,13,33,264604,93,0,1,2,30
0.6,0,1,1,0,1,1,7,3,1,235,11,14,37,264604,93,0,3,1,29
